"Gender","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","class"
"Male",5,3,2.4,3.6,1.2,2.4,47,3,3,2,3,46,16,20,2,"B",0,"L",8546,5757,1096,"N"
"Male",3,4,4.8,4.8,1.2,1.2,24,4,3,4,4,42,25,10,1,"P",0,"L",9832,6850,1930,"Y"
"Male",2,2,6,2.4,6,1.2,9,2,3,5,3,22,9,20,2,"B",0,"L",1780,9832,2419,"N"
"Male",3,3,6,6,4.8,2.4,0,5,3,4,5,53,25,20,2,"P",0,"L",8761,379,2472,"Y"
"Male",2,3,6,6,3.6,6,0,3,2,5,4,51,25,10,3,"B",10,"L",7340,4444,1276,"Y"
"Male",4,3,6,4.8,4.8,3.6,20,4,3,1,4,41,1,30,3,"B",180,"L",2187,6886,3046,"Y"
"Female",5,1,4.8,3.6,4.8,6,22,2,2,4,5,56,9,30,2,"B",0,"L",8169,6479,1476,"N"
"Male",1,4,3.6,4.8,4.8,3.6,11,1,1,2,2,39,1,30,5,"P",48,"L",343,5029,338,"N"
"Male",2,3,3.6,2.4,4.8,2.4,33,2,2,3,4,43,1,20,5,"P",32,"L",5914,1899,630,"N"
"Male",1,2,4.8,6,2.4,4.8,0,5,3,2,5,31,25,30,5,"P",0,"L",9789,8217,912,"Y"
"Female",4,4,3.6,4.8,4.8,1.2,0,4,1,3,4,42,9,10,1,"B",67,"L",6270,2347,370,"Y"
"Male",5,4,3.6,6,3.6,4.8,0,5,3,4,5,57,25,40,3,"B",0,"L",6316,8554,1990,"Y"
"Female",4,3,4.8,3.6,4.8,4.8,0,4,1,3,4,46,25,40,1,"P",0,"L",4477,8212,862,"N"
"Female",4,2,4.8,3.6,4.8,6,0,3,1,5,4,39,16,20,1,"B",0,"L",5934,930,1162,"N"
"Male",2,2,3.6,3.6,1.2,2.4,0,3,3,4,2,26,9,20,3,"P",11,"L",1038,8002,1533,"Y"
"Female",5,4,6,4.8,3.6,4.8,0,3,1,5,4,64,16,20,3,"P",16,"L",4743,6828,238,"N"
"Female",1,4,4.8,2.4,4.8,2.4,2,2,3,4,2,55,9,20,2,"P",0,"L",8047,5419,964,"N"
"Female",1,2,4.8,4.8,6,2.4,0,4,3,4,5,24,4,20,4,"B",43,"L",7398,7983,692,"Y"
"Male",3,2,4.8,3.6,1.2,2.4,0,4,3,3,3,63,9,20,2,"B",5,"L",7786,2042,2944,"Y"
"Male",3,4,4.8,2.4,3.6,4.8,7,3,1,4,2,52,4,30,3,"B",0,"L",8462,8229,944,"N"
"Male",1,4,2.4,2.4,2.4,6,12,5,3,5,5,53,25,50,5,"B",4,"L",8659,6414,3365,"Y"
"Female",3,5,2.4,3.6,4.8,6,5,5,1,4,5,13,16,50,0,"B",0,"L",4528,9238,191,"N"
"Female",3,3,4.8,4.8,2.4,3.6,23,4,3,5,4,41,25,30,4,"B",0,"L",398,3109,1558,"Y"
"Female",4,2,2.4,4.8,3.6,3.6,0,1,2,3,3,32,25,30,3,"B",0,"D",9901,1987,908,"N"
"Male",4,0,4.8,3.6,6,2.4,0,5,1,1,4,66,9,40,1,"B",0,"L",1595,4447,642,"N"
"Female",1,1,4.8,3.6,2.4,1.2,0,5,1,4,5,24,25,20,1,"B",71,"D",8486,5731,867,"N"
"Male",4,4,6,4.8,1.2,0,0,5,3,4,4,57,9,40,0,"B",0,"L",2131,2925,2815,"Y"
"Female",5,5,2.4,4.8,3.6,1.2,47,5,3,5,4,58,25,10,1,"B",14,"L",5643,4183,1558,"Y"
"Female",1,3,4.8,4.8,4.8,4.8,9,4,3,4,4,44,9,40,2,"B",0,"L",4450,5426,3757,"Y"
"Female",2,3,6,6,6,2.4,25,5,3,5,5,43,9,20,4,"P",0,"L",6781,2419,1539,"Y"
"Male",5,2,2.4,4.8,2.4,3.6,0,4,3,3,4,46,1,30,3,"P",24,"L",7745,9067,1576,"Y"
"Female",3,2,2.4,1.2,2.4,2.4,14,5,1,3,3,22,16,40,3,"B",0,"D",4400,8104,500,"N"
"Male",5,4,4.8,2.4,6,6,57,5,2,3,3,27,16,50,5,"B",0,"L",1670,4263,950,"N"
"Female",5,3,4.8,2.4,1.2,3.6,19,2,3,3,2,34,4,30,3,"B",70,"L",3282,8765,3612,"N"
"Male",4,3,3.6,1.2,2.4,3.6,0,1,3,3,1,38,16,30,3,"B",0,"L",5686,6408,2522,"N"
"Male",4,0,4.8,6,2.4,4.8,0,2,3,4,1,23,16,40,4,"B",0,"L",1550,1159,1689,"Y"
"Male",5,2,3.6,2.4,1.2,4.8,0,3,3,4,4,15,1,40,4,"B",0,"L",8853,9224,577,"N"
"Male",5,3,4.8,2.4,6,6,37,2,3,2,2,45,9,50,2,"P",7,"L",4837,6450,2972,"N"
"Female",3,1,6,2.4,6,3.6,0,5,1,3,4,66,9,10,2,"P",8,"L",1359,7808,216,"N"
"Female",4,1,3.6,3.6,6,4.8,0,0,1,5,3,51,25,40,0,"B",45,"L",6640,3316,228,"N"
"Female",5,1,2.4,2.4,4.8,2.4,12,3,3,4,2,67,9,20,2,"P",0,"L",6441,5532,1558,"N"
"Male",2,1,4.8,3.6,4.8,2.4,147,4,3,1,3,25,1,20,2,"B",1,"L",6417,3002,199,"N"
"Female",4,3,4.8,3.6,3.6,2.4,3,3,1,1,4,20,1,30,3,"B",0,"D",2164,8726,191,"N"
"Female",5,4,6,4.8,3.6,1.2,0,4,3,5,4,42,16,10,1,"P",51,"L",1976,5147,1979,"Y"
"Female",4,4,2.4,1.2,4.8,6,0,3,1,3,4,16,16,40,0,"P",4,"L",216,8179,134,"N"
"Male",4,4,4.8,4.8,6,1.2,0,4,3,3,4,38,9,10,1,"B",0,"L",7083,5740,502,"Y"
"Male",2,1,4.8,3.6,3.6,1.2,0,4,3,4,3,73,9,10,2,"B",17,"L",4204,4625,2135,"N"
"Female",4,1,4.8,4.8,1.2,3.6,130,3,1,1,3,37,1,20,3,"B",0,"D",3131,5914,447,"N"
"Female",2,2,6,4.8,1.2,3.6,0,1,3,2,3,29,16,30,3,"B",0,"L",3146,9964,2836,"N"
"Male",2,5,1.2,4.8,4.8,2.4,119,2,3,5,4,61,9,20,2,"B",0,"D",859,9417,337,"Y"
"Female",1,4,6,4.8,4.8,6,14,4,3,4,4,54,16,50,5,"B",24,"L",2334,6428,1452,"Y"
"Female",4,4,4.8,6,3.6,6,0,3,3,5,5,14,25,50,5,"P",0,"L",978,5466,2786,"Y"
"Female",2,4,3.6,3.6,6,2.4,0,2,1,3,4,21,16,50,2,"B",0,"D",6919,6754,759,"N"
"Male",4,3,4.8,4.8,6,6,49,4,3,3,4,49,9,50,5,"B",17,"L",5293,8478,1749,"Y"
"Female",5,1,3.6,4.8,4.8,3.6,39,4,3,4,4,35,16,20,2,"B",0,"L",8561,4656,2999,"Y"
"Male",5,3,1.2,3.6,4.8,4.8,30,5,1,2,1,57,9,40,4,"B",0,"L",2304,7105,612,"Y"
"Male",3,0,3.6,4.8,2.4,4.8,11,5,1,4,5,25,25,40,4,"B",27,"L",5546,9405,1303,"N"
"Male",3,1,4.8,4.8,3.6,1.2,0,4,3,4,4,56,16,30,3,"B",213,"L",8854,62,544,"Y"
"Female",5,2,6,3.6,3.6,3.6,14,2,1,3,3,65,9,30,2,"B",0,"L",855,2770,731,"N"
"Male",1,2,4.8,4.8,4.8,4.8,0,2,1,4,4,20,25,40,1,"B",0,"L",6802,1233,650,"N"
"Female",5,4,6,6,4.8,2.4,58,5,3,4,5,56,16,20,2,"B",5,"L",7408,2152,2234,"Y"
"Female",2,3,3.6,3.6,4.8,4.8,0,5,1,1,3,51,1,10,5,"B",0,"L",7793,3342,395,"N"
"Female",2,2,6,2.4,6,2.4,0,2,2,3,3,68,9,20,2,"P",21,"L",5211,5313,389,"N"
"Male",3,1,2.4,2.4,6,1.2,21,2,3,4,2,41,16,10,1,"B",0,"L",567,2189,2227,"Y"
"Male",4,3,3.6,1.2,4.8,2.4,6,3,1,5,4,15,4,40,2,"B",6,"D",2554,9952,976,"N"
"Male",2,5,2.4,3.6,4.8,4.8,42,2,1,3,4,21,25,20,4,"P",5,"D",3576,678,842,"Y"
"Male",2,3,4.8,6,4.8,4.8,0,2,1,1,4,23,25,50,4,"B",0,"D",7488,2382,544,"N"
"Male",1,2,4.8,3.6,2.4,2.4,34,4,3,4,3,46,9,20,5,"B",0,"L",8416,9619,3833,"Y"
"Male",4,3,3.6,6,3.6,0,0,3,2,4,5,59,25,20,3,"P",0,"L",4746,4125,1211,"N"
"Male",3,2,4.8,3.6,4.8,6,0,3,1,4,3,73,1,50,5,"B",0,"L",2244,980,463,"N"
"Female",2,1,4.8,3.6,2.4,4.8,0,4,1,3,5,36,25,30,0,"B",0,"L",6703,7936,240,"N"
"Female",4,2,6,3.6,4.8,2.4,11,4,1,5,1,35,9,30,2,"B",57,"D",7657,6682,1747,"N"
"Female",5,2,3.6,4.8,3.6,4.8,0,1,1,3,4,60,16,30,1,"B",35,"L",564,4997,376,"N"
"Female",4,1,4.8,1.2,3.6,4.8,0,2,2,1,4,29,9,40,4,"P",0,"L",4506,151,1892,"N"
"Male",3,2,3.6,1.2,6,1.2,0,1,1,5,4,10,9,40,2,"P",9,"L",6145,1308,2311,"N"
"Male",3,5,3.6,1.2,2.4,2.4,60,1,1,3,2,38,4,20,3,"B",0,"L",5330,7724,407,"N"
"Female",4,1,6,1.2,3.6,3.6,0,4,1,1,3,23,1,10,5,"B",0,"D",630,8640,472,"Y"
"Female",2,4,6,2.4,1.2,4.8,0,2,3,4,2,38,4,40,4,"P",0,"L",8408,4703,3776,"Y"
"Male",3,1,3.6,2.4,3.6,3.6,24,2,1,4,2,62,1,20,2,"B",0,"L",6413,6349,2496,"N"
"Female",4,4,4.8,4.8,4.8,6,0,2,1,1,4,9,9,30,0,"B",0,"L",4465,1746,634,"Y"
"Male",5,2,4.8,2.4,1.2,1.2,23,5,3,3,2,24,16,20,1,"B",0,"D",7215,8700,599,"N"
"Female",3,4,4.8,4.8,3.6,6,8,4,3,5,4,49,16,50,5,"B",13,"L",5101,8709,2434,"Y"
"Female",5,3,1.2,6,1.2,4.8,0,3,1,2,4,40,1,10,1,"B",3,"L",5128,1944,594,"N"
"Female",2,4,4.8,3.6,4.8,6,3,3,1,4,2,31,1,30,2,"B",247,"L",390,7229,488,"N"
"Male",2,1,4.8,4.8,2.4,2.4,0,4,3,4,4,53,9,20,2,"B",0,"L",4993,7108,2269,"Y"
"Male",3,0,6,6,4.8,3.6,0,5,3,4,5,47,9,30,5,"P",1,"L",5706,8071,1796,"Y"
"Female",2,4,3.6,3.6,4.8,6,0,4,3,4,5,30,16,50,3,"P",0,"L",7345,735,1535,"Y"
"Female",5,3,4.8,2.4,4.8,4.8,0,4,1,1,3,14,1,20,4,"B",6,"D",3670,6720,714,"N"
"Male",5,5,6,3.6,4.8,2.4,1,2,3,4,3,30,1,20,2,"B",6,"L",7327,7090,1880,"N"
"Male",3,1,4.8,4.8,2.4,3.6,8,4,3,1,4,42,9,30,5,"B",0,"L",6364,6891,909,"N"
"Female",1,5,6,3.6,6,4.8,0,4,1,4,5,40,16,10,4,"B",9,"L",8804,6832,1726,"Y"
"Male",5,3,4.8,3.6,4.8,6,0,3,3,1,3,38,9,50,3,"P",0,"L",6109,3766,3634,"N"
"Male",2,4,6,2.4,6,4.8,14,2,3,1,2,65,16,40,4,"B",0,"L",2446,4655,3197,"N"
"Male",4,2,4.8,6,4.8,6,0,5,3,4,5,47,25,50,5,"P",22,"L",4671,9441,936,"Y"
"Male",1,1,4.8,4.8,6,3.6,23,1,1,4,4,67,25,40,1,"P",0,"L",1641,5333,417,"N"
"Male",4,2,3.6,6,4.8,6,0,2,3,3,5,37,25,40,2,"B",10,"L",8980,9625,376,"N"
"Male",2,5,2.4,6,4.8,4.8,0,4,3,3,5,24,16,40,4,"P",45,"L",8529,877,1411,"Y"
"Male",3,1,6,3.6,2.4,3.6,81,4,3,3,4,33,1,30,3,"P",21,"L",2631,9265,3155,"N"
"Male",1,5,3.6,3.6,4.8,6,0,5,3,2,5,23,25,50,4,"B",3,"D",1422,7707,413,"Y"
"Female",3,3,4.8,4.8,6,2.4,0,4,3,1,4,45,4,20,2,"B",0,"L",2419,1823,1559,"Y"
"Female",2,4,6,4.8,4.8,1.2,0,4,3,5,4,52,25,10,4,"B",27,"L",207,9539,1881,"Y"
"Male",5,1,6,4.8,1.2,1.2,1,3,3,3,5,21,16,50,4,"B",0,"D",6771,3335,283,"Y"
"Male",2,1,4.8,4.8,6,1.2,0,2,1,2,3,24,9,30,3,"P",0,"L",7695,9803,817,"N"
"Male",5,1,4.8,1.2,4.8,2.4,11,4,1,5,4,35,4,40,2,"B",0,"D",9948,5974,327,"N"
"Female",3,5,4.8,3.6,1.2,2.4,24,4,2,2,3,25,16,30,1,"B",0,"L",5258,7389,967,"N"
"Male",4,5,1.2,3.6,3.6,4.8,0,3,1,5,4,61,25,20,2,"B",0,"L",5180,702,2611,"N"
"Female",3,2,6,6,1.2,2.4,0,5,3,4,5,34,9,20,2,"B",2,"L",5654,4749,581,"Y"
"Female",2,2,4.8,2.4,4.8,4.8,1,2,3,3,2,60,16,40,4,"B",8,"L",26,4903,2205,"N"
"Female",3,2,4.8,4.8,6,4.8,0,5,1,3,4,66,25,20,4,"P",59,"L",9187,1555,399,"N"
"Male",4,2,6,6,6,6,69,5,3,4,5,47,16,50,5,"B",0,"L",1337,2003,395,"Y"
"Male",3,1,2.4,4.8,6,1.2,7,5,2,3,4,27,1,30,1,"P",0,"D",8713,9283,562,"N"
"Female",1,5,1.2,3.6,1.2,4.8,0,4,1,5,4,7,25,30,2,"P",28,"L",8839,1080,627,"N"
"Female",4,2,6,3.6,4.8,4.8,0,3,2,4,5,30,16,30,3,"P",76,"L",9595,5987,1050,"N"
"Male",4,2,4.8,6,2.4,3.6,0,2,1,2,5,68,9,30,2,"B",0,"L",6355,1822,551,"N"
"Male",5,5,1.2,1.2,4.8,3.6,0,1,3,2,4,29,4,30,3,"B",0,"L",6579,6244,628,"N"
"Male",4,1,4.8,4.8,3.6,4.8,3,4,3,3,4,41,9,40,4,"B",21,"L",5438,9153,763,"Y"
"Male",3,5,6,6,6,4.8,0,3,3,4,3,25,16,40,4,"B",0,"L",1777,5575,1563,"Y"
"Female",2,2,6,4.8,4.8,0,13,2,1,4,4,9,25,20,3,"B",9,"L",9585,9617,270,"N"
"Female",3,0,4.8,1.2,4.8,2.4,97,2,3,2,1,52,9,30,2,"B",0,"L",4776,1612,191,"N"
"Male",5,2,6,3.6,4.8,3.6,5,2,3,1,3,32,9,30,3,"B",130,"L",7955,1523,2391,"N"
"Male",2,3,4.8,4.8,3.6,6,0,4,3,5,4,42,25,50,5,"B",0,"L",6970,3740,1747,"Y"
"Female",4,4,4.8,2.4,6,4.8,0,2,1,3,2,7,25,40,2,"B",0,"L",199,9777,712,"N"
"Male",1,4,6,2.4,2.4,2.4,0,2,3,1,2,51,1,20,2,"P",15,"L",2736,820,3681,"N"
"Female",3,4,1.2,4.8,4.8,1.2,0,4,3,2,4,39,25,10,1,"P",8,"D",4090,3374,152,"N"
"Male",5,3,4.8,1.2,6,0,1,1,1,4,3,25,16,30,4,"P",108,"D",2510,719,580,"N"
"Female",2,4,4.8,4.8,1.2,3.6,0,4,3,3,4,67,1,30,3,"B",18,"L",8450,765,762,"N"
"Male",2,2,6,3.6,6,4.8,0,4,1,1,4,31,9,40,3,"P",0,"L",6801,4822,738,"N"
"Male",2,4,3.6,2.4,4.8,0,0,3,1,5,3,24,9,10,5,"P",41,"D",838,1530,475,"Y"
"Female",2,5,4.8,3.6,4.8,6,2,3,3,5,3,41,25,10,3,"B",0,"L",7940,7153,1471,"N"
"Female",2,4,2.4,2.4,2.4,6,32,2,1,2,3,14,1,10,1,"B",0,"L",1523,595,723,"N"
"Male",3,1,4.8,6,3.6,3.6,0,5,1,3,2,57,16,10,4,"P",354,"L",9640,6264,404,"Y"
"Female",4,3,2.4,3.6,6,0,0,4,3,1,5,21,16,40,4,"B",0,"D",6551,8266,861,"Y"
"Male",3,4,2.4,4.8,6,4.8,0,4,3,3,4,52,16,40,4,"B",1,"L",4468,1578,928,"Y"
"Female",2,1,2.4,2.4,4.8,4.8,0,3,1,4,2,66,16,40,3,"B",0,"L",8975,6971,1521,"N"
"Male",5,3,4.8,3.6,4.8,0,0,3,1,2,1,25,16,20,3,"B",54,"D",3818,4015,175,"N"
"Male",4,4,3.6,6,4.8,6,0,5,3,4,5,46,16,50,5,"B",0,"L",5797,5320,2422,"Y"
"Male",5,2,1.2,6,4.8,1.2,0,5,3,4,5,28,9,10,1,"B",29,"L",7659,2709,1438,"Y"
"Female",3,2,4.8,3.6,3.6,4.8,0,4,1,2,2,54,9,40,3,"B",0,"L",9458,8955,239,"N"
"Male",3,2,4.8,4.8,6,4.8,0,4,1,4,4,57,25,30,4,"B",0,"L",2685,3418,785,"N"
"Male",4,1,4.8,3.6,6,2.4,137,2,1,4,4,17,16,20,2,"B",0,"L",3244,8967,328,"N"
"Female",5,3,4.8,6,6,2.4,0,5,3,3,5,49,16,20,2,"B",111,"L",6108,4985,2419,"Y"
"Female",2,0,6,4.8,4.8,3.6,141,2,3,5,4,37,25,30,3,"B",0,"L",8629,1995,363,"Y"
"Male",3,1,4.8,2.4,4.8,4.8,51,2,3,2,2,51,4,40,2,"B",0,"L",4138,7026,3582,"N"
"Female",1,3,2.4,2.4,3.6,0,0,2,3,1,2,56,1,10,2,"B",0,"L",5369,5515,1746,"N"
"Female",1,3,6,4.8,4.8,1.2,0,4,3,3,4,56,9,10,4,"B",7,"L",4223,3401,2243,"Y"
"Male",5,3,3.6,3.6,1.2,0,10,3,3,3,3,43,25,30,0,"P",0,"L",635,4413,3166,"Y"
"Female",3,2,4.8,6,4.8,6,0,5,3,1,5,45,16,50,3,"B",6,"L",1124,5828,1050,"Y"
"Male",1,4,2.4,6,4.8,6,0,5,3,4,5,42,16,50,5,"B",0,"L",5792,2349,3208,"Y"
"Female",1,5,4.8,4.8,1.2,2.4,0,2,3,4,5,25,25,20,2,"P",134,"L",7025,4593,3003,"Y"
"Female",3,5,4.8,4.8,3.6,1.2,79,2,1,4,3,39,9,40,2,"P",0,"D",5077,2283,141,"N"
"Male",3,3,6,6,3.6,6,27,1,1,4,3,38,4,50,5,"B",0,"L",4543,3939,820,"Y"
"Female",4,3,3.6,6,4.8,6,0,2,1,2,4,7,9,10,4,"P",0,"L",3987,5243,77,"N"
"Female",4,3,4.8,3.6,2.4,6,0,5,1,2,4,44,16,50,2,"P",71,"L",5668,1664,1068,"N"
"Male",3,2,6,6,6,4.8,0,5,3,3,5,47,25,40,4,"B",0,"L",4749,5140,359,"Y"
"Female",4,3,2.4,3.6,2.4,1.2,2,3,3,4,3,56,16,10,1,"B",0,"L",458,1140,3451,"Y"
"Male",3,4,4.8,4.8,4.8,6,0,4,3,4,4,42,16,50,5,"B",0,"L",8488,4232,2890,"Y"
"Female",1,4,4.8,2.4,4.8,3.6,0,2,3,4,2,51,4,30,3,"B",14,"L",8084,9302,759,"N"
"Male",5,2,4.8,3.6,4.8,3.6,0,4,3,5,3,46,25,30,3,"B",0,"L",5628,9990,2374,"Y"
"Male",4,2,6,1.2,6,4.8,0,1,3,1,1,40,16,40,4,"B",0,"L",6721,7930,3590,"N"
"Male",5,2,3.6,3.6,4.8,1.2,0,4,3,4,5,24,4,10,1,"P",14,"L",8661,1646,2233,"Y"
"Female",2,3,3.6,4.8,3.6,3.6,0,1,1,1,2,26,1,20,2,"P",0,"L",6415,4436,1205,"N"
"Male",4,3,4.8,4.8,3.6,3.6,0,4,3,4,4,38,16,30,3,"P",0,"L",9900,1290,501,"Y"
"Female",1,2,4.8,4.8,2.4,6,63,4,1,5,5,34,25,50,2,"B",28,"L",8354,6975,440,"N"
"Female",4,3,3.6,2.4,6,4.8,0,3,1,3,4,17,16,40,3,"P",0,"L",4216,1779,252,"N"
"Female",4,2,4.8,4.8,6,2.4,3,4,3,3,4,52,25,20,2,"B",34,"L",3573,3099,594,"Y"
"Male",3,2,4.8,6,3.6,6,73,5,3,5,5,60,16,50,5,"B",0,"L",3920,8280,1145,"Y"
"Male",1,3,6,4.8,4.8,6,2,5,1,3,5,37,16,30,2,"P",0,"L",2241,1857,761,"N"
"Male",2,4,6,1.2,6,4.8,0,2,3,3,1,51,25,10,2,"B",0,"L",3866,9244,861,"N"
"Female",3,4,2.4,6,2.4,6,0,3,1,4,5,47,25,50,4,"B",28,"L",3371,490,1166,"N"
"Male",3,3,4.8,1.2,6,4.8,0,3,1,5,4,53,4,30,5,"P",0,"L",5532,8644,419,"Y"
"Male",2,5,1.2,3.6,2.4,6,0,2,3,5,5,16,9,50,5,"P",0,"L",3026,3127,370,"Y"
"Female",1,3,4.8,4.8,1.2,3.6,0,1,3,2,4,30,4,30,3,"P",46,"L",8188,3820,581,"N"
"Male",3,3,6,3.6,3.6,0,0,3,1,5,3,21,9,40,5,"B",13,"D",9146,7682,542,"Y"
"Male",3,3,4.8,1.2,4.8,4.8,87,4,1,5,2,32,16,30,4,"P",48,"L",406,5387,337,"N"
"Male",5,4,3.6,6,4.8,1.2,0,5,1,2,5,48,1,10,1,"P",0,"L",4753,4603,818,"Y"
"Female",3,3,4.8,2.4,4.8,4.8,0,4,1,4,2,52,16,30,4,"P",22,"L",1463,4442,460,"N"
"Female",2,1,1.2,3.6,4.8,1.2,0,2,3,1,4,28,1,10,1,"B",0,"L",3892,3771,997,"N"
"Male",3,1,2.4,3.6,6,1.2,0,3,1,3,4,21,9,40,1,"B",12,"D",8025,6621,862,"N"
"Female",5,1,6,4.8,3.6,6,48,4,1,4,4,55,1,10,4,"B",3,"L",8709,5773,409,"N"
"Male",5,3,4.8,6,1.2,1.2,0,5,3,5,5,48,16,10,1,"B",44,"L",4757,4210,1793,"Y"
"Male",4,4,6,4.8,1.2,4.8,0,4,1,2,5,17,16,20,3,"B",0,"L",481,5535,526,"N"
"Male",4,4,4.8,2.4,4.8,6,205,5,1,2,3,54,4,50,2,"B",27,"L",8779,4635,334,"N"
"Male",5,1,4.8,2.4,1.2,1.2,11,2,1,5,2,13,1,30,3,"B",0,"L",4846,6785,1065,"N"
"Female",5,2,6,3.6,6,1.2,2,3,3,4,3,62,16,10,1,"B",5,"L",366,7098,3038,"N"
"Male",4,1,1.2,3.6,3.6,3.6,11,3,3,1,4,44,25,20,3,"B",0,"D",8789,5244,337,"N"
"Male",5,4,3.6,6,4.8,1.2,0,4,3,3,5,58,25,20,2,"P",39,"L",4791,9347,1809,"Y"
"Male",4,5,4.8,4.8,2.4,4.8,3,4,3,5,4,52,25,40,4,"B",0,"L",954,8015,966,"Y"
"Male",3,2,3.6,3.6,4.8,1.2,7,2,3,5,5,37,16,10,1,"B",0,"D",7533,4962,488,"N"
"Female",3,2,3.6,2.4,6,1.2,0,2,1,4,4,49,9,40,0,"P",0,"L",551,8800,190,"N"
"Male",2,2,3.6,4.8,6,6,0,5,1,3,5,24,25,50,1,"P",23,"D",3409,4135,405,"N"
"Male",5,2,2.4,4.8,4.8,4.8,0,2,1,4,4,45,9,40,2,"B",127,"L",9229,2491,846,"N"
"Female",2,4,4.8,3.6,1.2,1.2,6,4,1,1,3,60,4,20,4,"B",0,"L",5585,4575,2475,"N"
"Male",4,5,6,3.6,3.6,6,135,4,1,2,4,70,4,40,2,"B",0,"L",7410,6277,850,"N"
"Female",5,1,4.8,3.6,6,1.2,31,4,1,5,4,23,16,30,1,"P",0,"D",76,4394,247,"N"
"Male",5,1,1.2,3.6,1.2,3.6,0,3,3,3,3,43,16,30,3,"B",16,"L",7587,2912,1021,"N"
"Male",2,4,4.8,3.6,2.4,1.2,171,4,3,5,3,31,25,10,1,"B",84,"L",7736,8160,1846,"Y"
"Female",2,2,3.6,2.4,4.8,3.6,4,3,1,1,2,44,9,30,3,"P",24,"L",106,2981,2133,"N"
"Male",5,2,4.8,3.6,6,4.8,0,4,3,4,3,36,25,40,4,"B",0,"L",5639,3053,3760,"Y"
"Male",3,1,2.4,4.8,4.8,1.2,0,4,3,5,4,56,25,10,1,"B",3,"L",5566,2427,3534,"Y"
"Male",3,2,4.8,4.8,1.2,4.8,0,3,3,3,4,21,16,40,4,"B",0,"L",8479,7888,3815,"Y"
"Male",4,2,2.4,6,3.6,2.4,7,3,3,1,2,52,1,20,2,"B",0,"L",3434,7418,2475,"N"
"Female",2,1,4.8,4.8,6,6,64,4,3,4,4,44,9,50,4,"P",8,"L",8901,7544,3447,"Y"
"Female",2,4,4.8,4.8,4.8,2.4,0,5,1,2,4,30,16,30,1,"P",0,"L",2848,4908,460,"N"
"Male",4,2,6,2.4,6,1.2,0,2,1,1,5,49,9,10,1,"B",12,"D",7394,2664,984,"N"
"Female",3,3,4.8,3.6,6,3.6,71,3,1,4,1,54,16,30,3,"P",0,"L",4022,3719,228,"Y"
"Female",5,4,1.2,3.6,6,4.8,0,3,1,2,4,8,25,10,3,"B",61,"L",2957,342,1372,"N"
"Male",5,4,3.6,3.6,4.8,4.8,0,3,2,1,2,40,1,10,3,"P",0,"L",6739,6204,2329,"N"
"Male",5,1,3.6,4.8,2.4,3.6,0,0,1,5,4,61,16,30,0,"B",0,"L",9247,9167,1045,"Y"
"Male",2,4,1.2,3.6,6,2.4,0,3,3,5,1,61,25,20,2,"P",13,"L",9846,5727,1021,"Y"
"Female",3,2,4.8,3.6,2.4,6,0,2,2,4,3,57,16,20,2,"B",0,"L",6708,8730,1546,"N"
"Female",2,3,6,1.2,6,2.4,0,3,1,2,3,23,1,20,3,"B",79,"L",1162,5150,315,"N"
"Female",4,0,3.6,3.6,6,4.8,0,3,2,3,5,28,25,40,2,"B",0,"L",6256,582,526,"N"
"Female",5,1,3.6,2.4,3.6,1.2,23,1,1,2,3,30,9,40,1,"B",1,"D",4845,4372,883,"N"
"Female",5,2,4.8,4.8,2.4,2.4,17,3,1,4,4,49,9,30,2,"P",0,"D",7222,2013,1294,"N"
"Female",5,2,3.6,4.8,6,2.4,0,4,3,5,4,50,9,20,2,"B",0,"L",4864,7265,2296,"Y"
"Female",4,4,6,6,6,6,13,5,1,3,4,25,25,20,3,"B",0,"L",7841,2460,1452,"N"
"Female",3,3,6,4.8,6,3.6,6,4,3,4,5,28,25,30,3,"B",69,"L",3940,247,3885,"Y"
"Female",3,3,3.6,6,4.8,4.8,93,5,3,3,5,52,16,40,4,"P",0,"L",2281,2929,3245,"Y"
"Male",3,1,6,3.6,1.2,6,0,5,1,3,3,62,16,30,5,"B",5,"L",4694,4731,2139,"Y"
"Male",2,3,6,4.8,1.2,6,0,2,1,3,5,16,25,30,5,"B",0,"D",8257,47,929,"Y"
"Male",3,2,4.8,2.4,4.8,2.4,17,2,3,2,2,35,9,20,2,"B",9,"L",9279,4271,2464,"N"
"Female",4,2,4.8,3.6,6,2.4,12,2,3,3,5,27,16,20,2,"P",5,"L",6395,7876,738,"Y"
"Male",4,2,3.6,4.8,6,2.4,0,4,2,5,4,53,25,20,2,"B",11,"L",4199,5094,967,"Y"
"Female",4,4,6,4.8,6,3.6,14,4,3,5,4,39,4,30,3,"B",0,"L",9749,5729,3694,"Y"
"Male",2,4,6,3.6,6,1.2,0,3,1,4,3,57,1,10,1,"B",0,"L",9349,1113,740,"N"
"Male",3,3,4.8,4.8,6,3.6,8,4,1,2,4,30,9,20,2,"B",0,"L",800,1420,1092,"N"
"Female",5,4,4.8,4.8,6,4.8,0,3,3,4,4,34,16,40,3,"B",10,"L",1965,9159,1999,"N"
"Male",2,5,6,1.2,2.4,3.6,56,1,3,4,1,47,1,30,1,"B",82,"L",9283,2164,319,"N"
